index,product,category,sub_category,brand,sale_price,market_price,type,rating,rating_status,discount_amt,discount_pct
177,clear glycerine soap - natural toning (tea tree oil & honey),Beauty & Hygiene,Bath & Hand Wash,medimix,40.0,40.0,Bathing Bars & Soaps,4.3,Rated,0.0,0.0
178,soap,Beauty & Hygiene,Bath & Hand Wash,mysore sandal,430.0,430.0,Bathing Bars & Soaps,5.0,Rated,0.0,0.0
179,yellow balm,Beauty & Hygiene,Health & Medicine,siang pure,195.0,195.0,Everyday Medicine,,Not Rated,0.0,0.0
180,"led bulb - 12 watt, cool daylight, b22 base","Kitchen, Garden & Pets",Appliances & Electricals,agaro,159.0,260.0,CFL & Led Bulbs,4.0,Rated,101.0,38.84615384615385
181,coriander leaves 100 g + garlic 250 g + ginger 250 g + chilli green long 250 g,Fruits & Vegetables,Herbs & Seasonings,fresho,81.06,109.38,Indian & Exotic Herbs,,Not Rated,28.319999999999993,25.89138782227098
182,jaggery/bella powder - pesticide free,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",safe harvest,56.0,70.0,Sugar & Jaggery,3.9,Rated,14.0,20.0
183,ready masala - kashmiri meat,"Foodgrains, Oil & Masala",Masalas & Spices,kohinoor,19.0,20.0,Blended Masalas,4.2,Rated,1.0,5.0
184,"water saving aerator, switch",Cleaning & Household,All Purpose Cleaners,eco365,509.0,509.0,"Kitchen, Glass & Drain",,Not Rated,0.0,0.0
185,lemongrass anti-pigmentation massage cream,Beauty & Hygiene,Skin Care,vaadi,148.5,165.0,Face Care,,Not Rated,16.5,10.0
186,breakfast mix - finger millet ragi idli,Snacks & Branded Foods,Ready To Cook & Eat,gooddiet,119.0,149.0,Breakfast & Snack Mixes,4.2,Rated,30.0,20.13422818791946
187,herbal wine grapefruit lip balm,Beauty & Hygiene,Skin Care,khadi natural,99.0,99.0,Lip Care,4.4,Rated,0.0,0.0
188,masala upma,Snacks & Branded Foods,Ready To Cook & Eat,mom meal of the moment,20.0,20.0,Heat & Eat Ready Meals,3.4,Rated,0.0,0.0
189,maharishi ayurveda ayush kwath,Beauty & Hygiene,Health & Medicine,maharishi ayurveda,165.0,165.0,Ayurveda,,Not Rated,0.0,0.0
190,svachh nakshtra steel inner lid pressure cooker (20257),"Kitchen, Garden & Pets",Cookware & Non Stick,prestige,2369.0,2780.0,Pressure Cookers,,Not Rated,411.0,14.784172661870503
191,chicken liver gourmet loaf with pumpkin - super food,"Kitchen, Garden & Pets",Pet Food & Accessories,kennel kitchen,150.0,150.0,Pet Meals & Treats,,Not Rated,0.0,0.0
192,bath & body oil - oriental spicy rose,Beauty & Hygiene,Skin Care,oriental botanics,699.0,699.0,Aromatherapy,2.0,Rated,0.0,0.0
193,"specialist skin care oil - scars, stretch mark, ageing, uneven skin tone",Beauty & Hygiene,Skin Care,bio-oil,333.0,450.0,Body Care,4.2,Rated,117.0,26.0
194,brioche,"Bakery, Cakes & Dairy",Gourmet Breads,the baker's dozen,155.0,155.0,Gourmet Bread,4.4,Rated,0.0,0.0
195,onion - rings,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",miaow miaow,75.0,75.0,"Healthy, Baked Snacks",,Not Rated,0.0,0.0
196,cotton mop with telescopic handle 150 cm,Cleaning & Household,"Mops, Brushes & Scrubs",york,558.0,620.0,"Mops, Wipers",,Not Rated,62.0,10.0
197,kale,Fruits & Vegetables,Organic Fruits & Vegetables,fresho,10.0,12.5,Organic Vegetables,,Not Rated,2.5,20.0
198,"notebook - unruled, long",Cleaning & Household,Stationery,classmate,33.0,33.0,"Notebooks, Files, Folders",4.3,Rated,0.0,0.0
199,instant noodles - soy & vinegar,Gourmet & World Food,"Pasta, Soup & Noodles",koka,67.5,75.0,Imported Noodles,3.6,Rated,7.5,10.0
200,gluten-free quinoa flour,Gourmet & World Food,Cooking & Baking Needs,graminway,378.0,378.0,Flours & Pre-Mixes,3.7,Rated,0.0,0.0
201,"chikki, peanut bar",Snacks & Branded Foods,Indian Mithai,paper boat,40.0,40.0,Chikki & Gajjak,4.1,Rated,0.0,0.0
202,1001 nights concentrated oriental perfume free from alcohol for unisex,Beauty & Hygiene,Fragrances & Deos,ajmal,4900.0,5000.0,Attar,,Not Rated,100.0,2.0
203,man - indigo body mist,Beauty & Hygiene,Fragrances & Deos,nike,278.4,348.0,Body Sprays & Mists,,Not Rated,69.60000000000002,20.000000000000007
204,fields of gold organic cumin - whole,"Foodgrains, Oil & Masala",Organic Staples,pristine,52.0,52.0,Organic Masalas & Spices,4.4,Rated,0.0,0.0
205,body massage oil - energising,Beauty & Hygiene,Skin Care,aloe veda,697.5,775.0,Aromatherapy,,Not Rated,77.5,10.0
206,synthetic food colour preparation lemon yellow,Snacks & Branded Foods,Ready To Cook & Eat,999,20.0,20.0,Home Baking,4.0,Rated,0.0,0.0
207,"toothpaste - gum care, expert protection",Beauty & Hygiene,Oral Care,pepsodent,78.4,98.0,Toothpaste,4.3,Rated,19.599999999999994,19.999999999999996
208,bio myristica spot correcting anti acne face pack,Beauty & Hygiene,Skin Care,biotique,149.25,199.0,Face Care,3.9,Rated,49.75,25.0
209,"stainless steel frying ladle - no. 9, silvera","Kitchen, Garden & Pets",Kitchen Accessories,anjali,65.0,82.0,"Strainer, Ladle, Spatula",3.7,Rated,17.0,20.73170731707317
210,ovenorg multi millet rusk,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",pristine,35.0,35.0,Rusks,1.8,Rated,0.0,0.0
211,mahabhringraj tel - hairfall reduction & dandruff control,Beauty & Hygiene,Health & Medicine,baidyanath,295.0,295.0,Ayurveda,,Not Rated,0.0,0.0
212,masterchefs germ protection liquid handwash refill,Beauty & Hygiene,Bath & Hand Wash,godrej protekt,147.0,147.0,Hand Wash & Sanitizers,4.2,Rated,0.0,0.0
213,black naturals hair colour shade 1-deep black 20 ml + 20 gm,Beauty & Hygiene,Hair Care,garnier,108.78,117.0,Hair Color,4.2,Rated,8.219999999999999,7.025641025641025
214,apple cider vinegar - raw unfiltered unpasteurized with cinamon & honey,Gourmet & World Food,Oils & Vinegar,zoe,449.1,499.0,Balsamic & Cider Vinegar,5.0,Rated,49.89999999999998,9.999999999999995
215,"brinjal - varikatri, organically grown",Fruits & Vegetables,Fresh Vegetables,fresho,10.0,12.5,Organic Vegetables,,Not Rated,2.5,20.0
216,wonderz milk shakes - classic vanilla,"Bakery, Cakes & Dairy",Dairy,sunfeast,29.75,35.0,"Flavoured, Soya Milk",4.5,Rated,5.25,15.0
217,marie light biscuits - oats fibre,Snacks & Branded Foods,Biscuits & Cookies,sunfeast,25.0,25.0,"Marie, Health, Digestive",4.3,Rated,0.0,0.0
218,masala - chicken,"Foodgrains, Oil & Masala",Masalas & Spices,annapoorna,28.0,28.0,Blended Masalas,4.8,Rated,0.0,0.0
219,dark chocolate- 55% rich in cocoa,Snacks & Branded Foods,Chocolates & Candies,amul,87.12,100.0,Chocolates,4.3,Rated,12.879999999999995,12.879999999999994
220,gentle baby wipes,Baby Care,Diapers & Wipes,himalaya,699.0,699.0,Baby Wipes,4.1,Rated,0.0,0.0
221,avocado,Fruits & Vegetables,Fresh Fruits,fresho,105.0,131.25,Exotic Fruits,,Not Rated,26.25,20.0
222,plastic dustbin - beige,Cleaning & Household,Bins & Bathroom Ware,dp,249.0,449.0,Dustbins,4.1,Rated,200.0,44.543429844098
223,"pineapple - chunks, single serve",Fruits & Vegetables,Fresh Fruits,fresho,19.0,23.75,"Cut Fruit, Tender Coconut",,Not Rated,4.75,20.0
224,jeera powder,"Foodgrains, Oil & Masala",Masalas & Spices,catch,44.2,52.0,Powdered Spices,4.1,Rated,7.799999999999997,14.999999999999995
225,pure neem skin purifying face wash,Beauty & Hygiene,Skin Care,joy,90.0,120.0,Face Care,4.3,Rated,30.0,25.0
226,lemon - organically grown,Fruits & Vegetables,Organic Fruits & Vegetables,fresho,33.6,42.0,Organic Vegetables,,Not Rated,8.399999999999999,19.999999999999996
227,lavender & vanilla handmade luxury soap,Beauty & Hygiene,Bath & Hand Wash,stbotanica,275.0,275.0,Bathing Bars & Soaps,5.0,Rated,0.0,0.0
228,"stainless steel pressure cooker - steeltuff, induction base, silver","Kitchen, Garden & Pets",Cookware & Non Stick,united,2059.0,2424.0,Pressure Cookers,3.0,Rated,365.0,15.057755775577558
229,"steel deep dabba/storage container - no. 12, plain","Kitchen, Garden & Pets",Steel Utensils,bb home,249.0,339.0,Steel Storage Containers,,Not Rated,90.0,26.548672566371685
230,chyawan fit sugarfree chyawanprash - natural immunity booster,Beauty & Hygiene,Health & Medicine,baidyanath,225.0,225.0,Supplements & Proteins,5.0,Rated,0.0,0.0
231,morning dew perfumed talc 250 g + english lavender perfumed talc 250 g,Beauty & Hygiene,Bath & Hand Wash,yardley london,329.8,400.0,Talcum Powder,,Not Rated,70.19999999999999,17.549999999999997
232,"energy bars - nutty, 4+ years, 100% natural & healthy",Snacks & Branded Foods,Chocolates & Candies,timios,140.0,140.0,Chocolates,3.6,Rated,0.0,0.0
233,banana stem - diced,Fruits & Vegetables,Cuts & Sprouts,fresho,32.0,40.0,Cut & Peeled Veggies,,Not Rated,8.0,20.0
234,chilli flakes,Gourmet & World Food,Cooking & Baking Needs,on1y,99.0,99.0,"Herbs, Seasonings & Rubs",4.3,Rated,0.0,0.0
235,bite & sip flask and lunch box/tiffin box - green colour,"Kitchen, Garden & Pets",Storage & Accessories,asian,319.0,495.0,Lunch Boxes,3.5,Rated,176.0,35.55555555555556
236,namkeen - khara boondi,Snacks & Branded Foods,Snacks & Namkeen,tasties,49.0,85.0,Namkeen & Savoury Snacks,4.0,Rated,36.0,42.35294117647059
237,raw seeds - sunflower pumpkin flax seeds,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",true elements,166.0,175.0,Roasted Seeds & Nuts,4.4,Rated,9.0,5.142857142857142
238,"garnet led white bulb - 14 watt, cool day, b22","Kitchen, Garden & Pets",Appliances & Electricals,wipro,199.0,320.0,CFL & Led Bulbs,3.5,Rated,121.0,37.8125
239,tempeh cubes - simply sriracha soyabean,"Bakery, Cakes & Dairy",Dairy,hello tempayy,135.0,150.0,"Paneer, Tofu & Cream",5.0,Rated,15.0,10.0
240,green tea gentle detox set,Beauty & Hygiene,Skin Care,the moms co,972.0,972.0,Body Care,,Not Rated,0.0,0.0
241,fresh catch fish fingers,"Eggs, Meat & Fish",Fish & Seafood,ifb,240.0,240.0,Frozen Fish & Seafood,,Not Rated,0.0,0.0
242,sour cream & onion,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",appitas,95.0,95.0,Nachos & Chips,2.8,Rated,0.0,0.0
243,xylitol powder,Gourmet & World Food,Cooking & Baking Needs,so sweet,350.0,350.0,Exotic Sugar & Salt,5.0,Rated,0.0,0.0
244,glass amaze air tight jar - pink,"Kitchen, Garden & Pets",Crockery & Cutlery,iveo,289.0,358.0,Glassware,,Not Rated,69.0,19.273743016759777
245,sixer biscuits - salted,Snacks & Branded Foods,Biscuits & Cookies,parle,60.0,60.0,Salted Biscuits,4.2,Rated,0.0,0.0
246,"gokshuradi guggulu - urinary disorders, 500mg",Beauty & Hygiene,Health & Medicine,sri sri tattva,80.0,80.0,Ayurveda,,Not Rated,0.0,0.0
247,peach shine lip care,Beauty & Hygiene,Skin Care,himalaya,112.5,150.0,Lip Care,4.0,Rated,37.5,25.0
248,skincare hand wash refill,Beauty & Hygiene,Bath & Hand Wash,dettol,218.0,218.0,Hand Wash & Sanitizers,4.3,Rated,0.0,0.0
249,4mm aluminium induction base chapati roti tawa - silver,"Kitchen, Garden & Pets",Cookware & Non Stick,hazel,649.0,1289.0,Tawa & Sauce Pan,,Not Rated,640.0,49.65089216446858
250,mix - rava idli,Snacks & Branded Foods,Ready To Cook & Eat,grb,110.0,110.0,Breakfast & Snack Mixes,4.1,Rated,0.0,0.0
251,impress concentrated perfume free from alcohol for male,Beauty & Hygiene,Fragrances & Deos,ajmal,300.0,500.0,Attar,,Not Rated,200.0,40.0
252,skin awakening rinse,Beauty & Hygiene,Skin Care,kaya clinic,432.0,480.0,Face Care,5.0,Rated,48.0,10.0
253,pacific steel insulated vacuum flask,"Kitchen, Garden & Pets",Flask & Casserole,bb home,609.0,999.0,Vacuum Flask,,Not Rated,390.0,39.03903903903904
254,regenerist - advanced anti-ageing revitalising hydration skin cream moisturizer spf 15,Beauty & Hygiene,Skin Care,olay,1049.25,1399.0,Face Care,4.1,Rated,349.75,25.0
255,cotton swabs,Beauty & Hygiene,Health & Medicine,sinwuas,39.0,69.0,Cotton & Ear Buds,,Not Rated,30.0,43.47826086956522
256,"tropical fruit pudding - lychee, mango, strawberry flavoured",Gourmet & World Food,Chocolates & Biscuits,cocon,63.75,75.0,"Marshmallow, Candy, Jelly",4.0,Rated,11.25,15.0
257,pippali fruit powder - supports healthy digestive & immune system,Beauty & Hygiene,Health & Medicine,bixa botanical,595.0,595.0,Ayurveda,,Not Rated,0.0,0.0
258,salt & peeper shaker masala dabbi with window,"Kitchen, Garden & Pets",Kitchen Accessories,ritu,89.0,125.0,Kitchen Tools & Other Accessories,3.2,Rated,36.0,28.799999999999997
259,organic - triphala powder,"Foodgrains, Oil & Masala",Organic Staples,organic tattva,94.05,99.0,Organic Masalas & Spices,4.2,Rated,4.950000000000003,5.000000000000003
260,aeda glycerine bathing bar - natural green,Beauty & Hygiene,Bath & Hand Wash,k.p. namboodiris,35.0,35.0,Bathing Bars & Soaps,4.7,Rated,0.0,0.0
261,chicken cocktail sausage,"Eggs, Meat & Fish","Sausages, Bacon & Salami",fresho,171.6,220.0,Chicken Sausages,,Not Rated,48.400000000000006,22.000000000000004
262,sun expert fairnes sunscren lotion spf 30 pa++,Beauty & Hygiene,Skin Care,lakme,385.0,385.0,Body Care,4.5,Rated,0.0,0.0
263,cotton pads,Beauty & Hygiene,Health & Medicine,tulips,80.0,80.0,Cotton & Ear Buds,4.4,Rated,0.0,0.0
264,ashwagandha powder,Gourmet & World Food,Drinks & Beverages,nutriwish,400.0,400.0,Health Drinks,2.5,Rated,0.0,0.0
265,frozen - mixed vegetables,Snacks & Branded Foods,Frozen Veggies & Snacks,safal,93.5,110.0,Frozen Vegetables,4.1,Rated,16.5,15.0
266,masala - kitchen,"Foodgrains, Oil & Masala",Masalas & Spices,aachi,29.7,33.0,Blended Masalas,5.0,Rated,3.3000000000000007,10.000000000000002
267,mustard/sasive/rai - big,"Foodgrains, Oil & Masala",Masalas & Spices,bb royal,30.0,50.0,Whole Spices,4.2,Rated,20.0,40.0
268,ayurvedic soap,Beauty & Hygiene,Bath & Hand Wash,chandrika,230.4,288.0,Bathing Bars & Soaps,4.4,Rated,57.599999999999994,20.0
269,"glass matt finish bottle with plastic cap - blue, bb1324","Kitchen, Garden & Pets",Storage & Accessories,dp,169.0,309.0,Water & Fridge Bottles,,Not Rated,140.0,45.307443365695796
270,perfume - youth dew edp spray,Beauty & Hygiene,Fragrances & Deos,estee lauder,3500.0,3500.0,Eau De Parfum,,Not Rated,0.0,0.0
271,cotton swabs,Beauty & Hygiene,Health & Medicine,tulips,109.0,109.0,Cotton & Ear Buds,4.0,Rated,0.0,0.0
272,organic idly - oats,Snacks & Branded Foods,Ready To Cook & Eat,aaha oho,125.0,125.0,Breakfast & Snack Mixes,,Not Rated,0.0,0.0
273,red curry,Gourmet & World Food,Cooking & Baking Needs,real thai,270.0,270.0,"Curry Paste, Coconut Milk",4.4,Rated,0.0,0.0
274,hareli kitchen jar,"Kitchen, Garden & Pets",Crockery & Cutlery,pasabahce,409.0,502.0,Glassware,,Not Rated,93.0,18.52589641434263
275,heavy starch - lemon fresh scent,Cleaning & Household,All Purpose Cleaners,faultless,285.0,285.0,Imported Cleaners,4.5,Rated,0.0,0.0
276,united dreams go far eau de toilette,Beauty & Hygiene,Fragrances & Deos,united colors of benetton,1330.0,1900.0,Eau De Toilette,5.0,Rated,570.0,30.0
277,ayurvedic jamun powder,Beauty & Hygiene,Health & Medicine,meghdoot,60.0,60.0,Ayurveda,,Not Rated,0.0,0.0
278,so soft 2 ply face tissue box,Cleaning & Household,"Disposables, Garbage Bag",origami,140.0,140.0,"Paper Napkin, Tissue Box",4.1,Rated,0.0,0.0
279,"pomegranate - single serve, peeled",Fruits & Vegetables,Fresh Fruits,fresho,34.0,42.5,"Cut Fruit, Tender Coconut",,Not Rated,8.5,20.0
280,stevia spoonable - powder,Gourmet & World Food,Cooking & Baking Needs,so sweet,320.0,320.0,Exotic Sugar & Salt,3.9,Rated,0.0,0.0
281,ylang ylang essential oil,Beauty & Hygiene,Skin Care,aloe veda,351.0,390.0,Aromatherapy,3.0,Rated,39.0,10.0
282,toor/arhar dal,"Foodgrains, Oil & Masala",Dals & Pulses,bb popular,128.0,160.0,"Toor, Channa & Moong Dal",,Not Rated,32.0,20.0
283,peristaltic nipple - 's' hole,Baby Care,Feeding & Nursing,pigeon baby,99.0,99.0,Sippers & Bottles,,Not Rated,0.0,0.0
284,fragrance body spray - cool blue,Beauty & Hygiene,Fragrances & Deos,park avenue,159.5,290.0,Men's Deodorants,3.5,Rated,130.5,45.0
285,vitamin c brightening peel off mask,Beauty & Hygiene,Skin Care,stbotanica,499.0,499.0,Face Care,,Not Rated,0.0,0.0
286,almond & rose soap value pack,Beauty & Hygiene,Bath & Hand Wash,himalaya,131.2,160.0,Bathing Bars & Soaps,4.3,Rated,28.80000000000001,18.000000000000007
287,yippee noodles - magic masala,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",sunfeast,61.2,68.0,Instant Noodles,4.3,Rated,6.799999999999997,9.999999999999996
288,fields of gold organic foxtail millet,"Foodgrains, Oil & Masala",Dals & Pulses,pristine,90.0,90.0,Cereals & Millets,4.5,Rated,0.0,0.0
289,arrabbiata tomato pasta sauce with chilli,Gourmet & World Food,"Sauces, Spreads & Dips",montanini,325.0,325.0,Mustard & Cheese Sauces,5.0,Rated,0.0,0.0
290,"wood - centre filled bar infused with dark mousse, cinnamon & coffee",Snacks & Branded Foods,Chocolates & Candies,fabelle,350.0,350.0,Chocolates,4.5,Rated,0.0,0.0
291,basil seed drink - orange,Gourmet & World Food,Drinks & Beverages,fruitoria,84.15,99.0,Gourmet Juices & Drinks,,Not Rated,14.849999999999994,14.999999999999995
292,solution anti blackhead/whitehead masksheet (pack of 10),Beauty & Hygiene,Skin Care,the face shop,900.0,1500.0,Face Care,,Not Rated,600.0,40.0
293,acno fight pimple clearing gel,Beauty & Hygiene,Men's Grooming,garnier men,104.3,149.0,Face & Body,3.3,Rated,44.7,30.000000000000004
294,pork classic salami,"Eggs, Meat & Fish","Sausages, Bacon & Salami",la carne,191.25,225.0,Pork & Ham,,Not Rated,33.75,15.0
295,gold flash - mosquito repellent combo machine & refill,Cleaning & Household,Fresheners & Repellents,good knight,226.16,257.0,Mosquito Repellent,4.3,Rated,30.840000000000003,12.000000000000002
296,stainless steel airtight storage container - sl-1401,"Kitchen, Garden & Pets",Steel Utensils,steel lock,209.0,269.0,Steel Storage Containers,3.7,Rated,60.0,22.304832713754646
297,organic idly podi - ginger,Snacks & Branded Foods,Ready To Cook & Eat,aaha oho,75.0,75.0,Breakfast & Snack Mixes,3.9,Rated,0.0,0.0
298,whisky cocktail mixers - 100% natural,Gourmet & World Food,Drinks & Beverages,swa artisanal syrups,1200.0,1200.0,Gourmet Juices & Drinks,,Not Rated,0.0,0.0
299,family sunscreen lotion spf 25,Beauty & Hygiene,Skin Care,inatur,273.0,420.0,Face Care,1.0,Rated,147.0,35.0
300,japanese cooking rice-wine,Gourmet & World Food,Oils & Vinegar,urban platter,475.0,500.0,Flavoured & Other Oils,1.0,Rated,25.0,5.0
301,coated green peas - wasabi,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",cornitos,93.5,110.0,Roasted Seeds & Nuts,4.1,Rated,16.5,15.0
302,charminar basmati rice/basmati akki - select,"Foodgrains, Oil & Masala",Rice & Rice Products,kohinoor,399.0,569.0,Basmati Rice,3.9,Rated,170.0,29.876977152899826
303,hide & seek choco rolls,Snacks & Branded Foods,Biscuits & Cookies,parle,37.5,50.0,Cream Biscuits & Wafers,4.3,Rated,12.5,25.0
304,"hair fall control kit - oil, shampoo & serum",Beauty & Hygiene,Hair Care,dr batra's,630.0,1050.0,Shampoo & Conditioner,5.0,Rated,420.0,40.0
305,"anti-acne face cleanser - with salyclic acid, for oily skin",Beauty & Hygiene,Men's Grooming,bombay shaving company,236.0,295.0,Face & Body,3.0,Rated,59.0,20.0
306,gluten-free moong dal cheela/dosa mix,Gourmet & World Food,Cooking & Baking Needs,graminway,259.0,259.0,Flours & Pre-Mixes,4.2,Rated,0.0,0.0
307,milk boiler - aluminium,"Kitchen, Garden & Pets",Cookware & Non Stick,le kaviraj,549.0,732.0,Cook And Serve,2.5,Rated,183.0,25.0
308,"green tea - pure, bio-degradable",Gourmet & World Food,Drinks & Beverages,tealia,297.0,297.0,Gourmet Tea & Tea Bags,,Not Rated,0.0,0.0
309,cube storage glass jar,"Kitchen, Garden & Pets",Storage & Accessories,treo,249.0,370.0,Containers Sets,4.4,Rated,121.0,32.7027027027027
310,m1 perfume spray - for men,Beauty & Hygiene,Fragrances & Deos,engage,231.0,420.0,Men's Deodorants,4.3,Rated,189.0,45.0
311,tulsi mulethi green tea,Gourmet & World Food,Drinks & Beverages,karma kettle,300.0,300.0,Gourmet Tea & Tea Bags,,Not Rated,0.0,0.0
312,nicer dicer,"Kitchen, Garden & Pets",Kitchen Accessories,irich,475.0,1195.0,Choppers & Graters,2.6,Rated,720.0,60.25104602510461
313,masala - punjabi chhole,"Foodgrains, Oil & Masala",Masalas & Spices,tata sampann,28.05,33.0,Blended Masalas,4.3,Rated,4.949999999999999,14.999999999999996
314,"pork - fresh bacon, sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",fresho signature,360.0,400.0,Pork & Ham,,Not Rated,40.0,10.0
315,active salt toothpaste saver pack 300g + sensitive soft bristles toothbrush 4pcs,Beauty & Hygiene,Oral Care,colgate,149.72,258.0,Toothpaste,,Not Rated,108.28,41.968992248062015
316,silicone feeding nipple/teat regular neck - size xl,Baby Care,Feeding & Nursing,vauva,150.0,150.0,Nursing Tools,,Not Rated,0.0,0.0
